station,month,year,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd_mode,month_year,CO_PPM,NO2_PPM,SO2_PPM,O3_PPM,PM2.5_Category,PM10_Category,CO_Category,NO2_Category,SO2_Category,O3_Category
Changping,3,2013,100.22113415258578,125.0925499231951,35.45531452466291,59.883357360471074,1386.5472136883427,60.02720407492746,6.057710360129715,1009.3565540194572,-7.436036439665473,0.030288871821129885,1.7291069295101553,ESE,2013-03-01,1.205693229294211,0.03185284965982504,0.013532562795672866,0.030626124528024212,Very Poor,Very Poor,Good,Good,Good,Good
Aotizhongxin,3,2013,110.6574074074074,145.46110684417135,45.30521312510667,75.15655627880184,1479.132723160949,47.099929770438635,6.224229817374979,1012.4976915855949,-5.693539853217272,0.02638035500938727,2.019066820276498,NE,2013-03-01,1.2862023679660426,0.03997689163766056,0.017292066078284984,0.024030576413489102,Very Poor,Very Poor,Good,Good,Good,Good
Wanliu,4,2013,66.21485890652556,108.48181216931218,26.011940582010585,72.21544824514991,890.5846781305115,52.20027880070546,12.443150352733687,1008.2524537037036,-1.583070987654321,0.016097883597883597,2.235557760141093,SW,2013-04-01,0.7744214592439231,0.038412472470824424,0.009928221596187246,0.02663279530648238,Very Poor,Poor,Good,Good,Good,Good
Aotizhongxin,4,2013,62.35524691358025,108.08064373897707,24.717751446208112,52.82936388447972,895.9936728395062,49.78283116402116,12.443150352733687,1008.2524537037036,-1.583070987654321,0.016097883597883597,2.235557760141093,NE,2013-04-01,0.7791249329039185,0.028100725470467935,0.00943425627717867,0.025399403655112836,Very Poor,Poor,Good,Good,Good,Good
Dongsi,4,2013,65.01347001763668,98.71353615520283,22.2092794356261,43.36641789462081,944.9434964726632,71.19398319223986,12.79900352733686,1009.8897178130512,-3.8229673721340385,0.013128306878306876,2.597237654320988,E,2013-04-01,0.8216899969327507,0.023067243560968516,0.00847682421207103,0.03632346081236727,Very Poor,Poor,Good,Good,Good,Good
Huairou,4,2013,57.621340388007056,95.98661816578482,19.404870758377424,31.878934618165786,754.2910273368606,74.14015962081129,11.722136243386245,1004.9806834215167,-4.427528659611993,0.018816137566137568,2.703183421516755,WNW,2013-04-01,0.6559052411624875,0.016956880116045632,0.007406439220754742,0.03782661205143433,Very Poor,Poor,Good,Good,Good,Good
Tiantan,4,2013,60.802019400352734,91.2425925925926,21.327254514991182,43.381307288359785,967.9711199294533,72.19573133156966,12.79900352733686,1009.8897178130512,-3.8229673721340385,0.013128306878306876,2.597237654320988,E,2013-04-01,0.8417140173299594,0.023075163451255206,0.008140173479004267,0.03683455680182126,Very Poor,Poor,Good,Good,Good,Good
Dingling,4,2013,54.85123456790124,82.94248236331569,13.813640811287478,25.630607037037038,639.8359567901234,75.1959040564374,12.593011463844798,1004.9334501763668,-4.273295855379189,0.016424162257495593,2.246900352733686,ESE,2013-04-01,0.556379092860977,0.013633301615445233,0.005272381989041021,0.038365257171651734,Very Poor,Poor,Good,Good,Good,Good
Gucheng,4,2013,66.42604497354498,110.9688712522046,18.97579111111111,52.26045952380952,927.4881834215167,62.93177464285714,12.863004850088183,1006.1092372134038,-3.370403439153439,0.014869929453262785,1.7808950617283952,W,2013-04-01,0.8065114638447973,0.02779811676798379,0.0072426683630195075,0.03210804828717201,Very Poor,Poor,Good,Good,Good,Good
Guanyuan,4,2013,59.16845238095239,96.12559523809523,22.537829629629627,54.40084558686067,905.4603395061729,63.13900901234568,12.443150352733687,1008.2524537037036,-1.583070987654321,0.016097883597883597,2.235557760141093,NE,2013-04-01,0.7873568169618895,0.028936619993010997,0.008602225049476957,0.03221378010833963,Very Poor,Poor,Good,Good,Good,Good
Wanshouxigong,4,2013,78.79204144620812,94.19691358024691,21.999810582010582,42.33350012125221,988.7221340388006,52.32649653439153,12.772253086419752,1007.2419775132275,-2.891490299823633,0.014984567901234569,2.243690476190476,E,2013-04-01,0.859758377425044,0.022517819213432027,0.00839687426794297,0.026697192109383434,Very Poor,Poor,Good,Good,Good,Good
Shunyi,4,2013,57.48373015873016,83.0490520282187,17.356118712522047,39.641467089947085,1011.9784171075838,58.45855588624339,12.40097442680776,1010.5753659611993,-3.3394797178130515,0.013977072310405646,2.5578703703703707,SSE,2013-04-01,0.8799812322674643,0.021085886749971857,0.006624472791038949,0.029825793819511934,Very Poor,Poor,Good,Good,Good,Good
Nongzhanguan,4,2013,57.05017195767196,96.98827160493828,23.145285520282187,53.52209866622575,921.020524691358,64.42956620811287,12.79900352733686,1009.8897178130512,-3.8229673721340385,0.013128306878306876,2.597237654320988,E,2013-04-01,0.8008874127750939,0.02846920141820519,0.008834078442855796,0.03287222765720045,Very Poor,Poor,Good,Good,Good,Good
Changping,4,2013,59.61739417989418,90.89603174603174,16.814131710758378,36.496758346560846,772.5401234567901,68.85210678130511,12.593011463844798,1004.9334501763668,-4.273295855379189,0.016424162257495593,2.246900352733686,ESE,2013-04-01,0.6717740203972088,0.019413169333277046,0.00641760752319022,0.035128625908829134,Very Poor,Poor,Good,Good,Good,Good
Gucheng,5,2013,83.06308670421573,151.43733998975932,22.25154987199181,58.8139261542072,962.8626685441202,86.96560349889059,22.054469619388975,1000.9410500938726,8.01600529100529,0.010244922341696536,1.1061977299880525,N,2013-05-01,0.8372718856905395,0.03128400327351447,0.008492957966409087,0.044370205866780914,Very Poor,Very Poor,Good,Good,Good,Good
Shunyi,5,2013,79.93157962109575,125.94832735961769,21.493599590373783,42.461704215736475,1016.0128648233488,89.92839310035842,21.836072708653354,1005.3388547533708,8.185974569039086,0.0021100017067759006,2.0743236900494963,S,2013-05-01,0.8834894476724773,0.022586012880710892,0.00820366396579152,0.045881833214468586,Very Poor,Very Poor,Good,Good,Good,Good
Wanliu,5,2013,92.9134024577573,130.2328682369005,24.9113116572794,69.55948114012631,894.5960146782728,65.93268752944188,21.570600785116913,1003.0975401092337,9.795165557262331,0.0072986004437617345,1.7679808841099163,SSW,2013-05-01,0.7779095779811068,0.03699972401070548,0.009508134220335649,0.03363912629053157,Very Poor,Very Poor,Good,Good,Good,Good
Huairou,5,2013,92.81752432155658,166.38613671274962,25.398378323946066,41.780928938385394,943.8710104113329,158.85426606502816,21.118964413722477,999.915085765489,7.1296424304488815,0.005841440518859874,1.9016406383341866,WNW,2013-05-01,0.8207574003576809,0.02222389837148159,0.009694037528223688,0.08104809493113682,Very Poor,Very Poor,Good,Good,Good,Fair
Changping,5,2013,83.67744068953746,119.5733700290152,23.651007100187744,37.588887776071005,782.8229220003414,97.16489612988565,22.173818057689026,999.7252069465779,6.5033964840416445,0.0055406212664277175,1.8821236559139785,ESE,2013-05-01,0.680715584348123,0.01999408924259096,0.009027101946636543,0.04957392659688043,Very Poor,Poor,Good,Good,Good,Good
Dongsi,5,2013,91.4512928827445,132.24645844000682,31.620071684587813,51.195404505888376,1164.775960061444,100.19481388462195,22.124332223929,1004.6869260966034,7.776687574671446,0.003584229390681004,2.0230926779313876,E,2013-05-01,1.012848660922995,0.02723159814142999,0.012068729650606036,0.05111980300235814,Very Poor,Very Poor,Good,Good,Good,Fair
Wanshouxigong,5,2013,81.83783495477044,129.7766043693463,26.786302031063318,51.961191769073224,1106.0086192182966,74.20497829407748,21.96666666666667,1002.0641235705751,8.456455879842977,0.007838368322239291,1.7848928998122544,E,2013-05-01,0.9617466254072146,0.027638931792060225,0.010223779401169204,0.03785968280310075,Very Poor,Very Poor,Good,Good,Good,Good
Tiantan,5,2013,80.155273937532,138.18362775217614,27.259643283836834,41.552696705922514,1118.3249701314217,85.04536598395632,22.124332223929,1004.6869260966034,7.776687574671446,0.003584229390681004,2.0230926779313876,E,2013-05-01,0.9724564957664538,0.022102498247831125,0.010404444001464438,0.04339049284895731,Very Poor,Very Poor,Good,Good,Good,Good
Aotizhongxin,5,2013,85.09777692438983,140.98743386243387,30.535479604027994,60.1452892985151,877.8499957330603,76.36021320703192,21.570600785116913,1003.0975401092337,9.795165557262331,0.0072986004437617345,1.7679808841099163,SSW,2013-05-01,0.7633478223765742,0.03199217515878463,0.011654763207644272,0.0389592924525673,Very Poor,Very Poor,Good,Good,Good,Good
Nongzhanguan,5,2013,77.08796296296296,129.4279740570063,28.512608806963648,58.25482164191841,1009.3796722990272,87.01182517921147,22.124332223929,1004.6869260966034,7.776687574671446,0.003584229390681004,2.0230926779313876,E,2013-05-01,0.8777214541730671,0.03098660725633958,0.010882675117161698,0.04439378835674054,Very Poor,Very Poor,Good,Good,Good,Good
Guanyuan,5,2013,80.4121010411333,137.4984212322922,28.742587182112988,54.674501135005976,933.0011776753713,87.63841980713433,21.570600785116913,1003.0975401092337,9.795165557262331,0.0072986004437617345,1.7679808841099163,SSW,2013-05-01,0.8113053718916272,0.029082181454790416,0.01097045312294389,0.04471347949343588,Very Poor,Very Poor,Good,Good,Good,Good
Dingling,5,2013,69.26844598054275,111.68527052398021,17.201002901519033,26.910487369858338,765.4041858678955,100.60033891875746,22.173818057689026,999.7252069465779,6.5033964840416445,0.0055406212664277175,1.8821236559139785,ESE,2013-05-01,0.665568857276431,0.014314089026520394,0.006565268283022532,0.0513267035299783,Very Poor,Poor,Good,Good,Good,Fair
Tiantan,6,2013,110.74770723104055,134.08694885361552,15.343340723104056,48.50627821869488,1447.1647927689594,77.59985524691358,23.938659611992943,1001.609422398589,17.190952380952382,0.09972222222222221,1.479272486772487,E,2013-06-01,1.2584041676251823,0.025801211818454725,0.005856236917215289,0.03959176288107836,Very Poor,Very Poor,Good,Good,Good,Good
Dongsi,6,2013,107.59989858906526,116.58218694885362,20.7098133686067,55.73769061287478,1150.5421296296295,89.86567339065256,23.938659611992943,1001.609422398589,17.190952380952382,0.09972222222222221,1.479272486772487,E,2013-06-01,1.000471417069243,0.029647707772805735,0.007904508919315534,0.04584983336257784,Very Poor,Poor,Good,Good,Good,Good
Gucheng,6,2013,108.29596560846561,133.25535714285715,9.187187548500882,62.496559054232804,1450.6102954144621,74.42142052028218,23.82946208112875,997.9802402998237,17.136474867724868,0.09884479717813051,0.7502601410934744,N,2013-06-01,1.2614002568821412,0.03324285056076213,0.003506560133015604,0.03797011251034805,Very Poor,Very Poor,Good,Good,Good,Good
Wanshouxigong,6,2013,106.48981261022928,119.47161596119929,14.738652645502643,54.31434249118166,1573.3035052910052,74.53084513227513,23.876871693121693,999.0514219576719,17.532314814814814,0.1030136684303351,1.361499118165785,E,2013-06-01,1.3680900046008742,0.028890607708075354,0.005625439941031544,0.03802594139401793,Very Poor,Poor,Good,Good,Good,Good
Changping,6,2013,82.12533950617285,103.26479276895944,14.16389759435626,31.93186115520282,1150.202614638448,84.72796198853615,23.81111111111111,996.8761177248678,16.556329365079364,0.1485978835978836,1.2670260141093475,E,2013-06-01,1.0001761866421288,0.016985032529363203,0.0054060677841054425,0.04322855203496742,Very Poor,Poor,Good,Good,Good,Good
Guanyuan,6,2013,107.43095238095238,123.12991622574957,14.259125873015872,49.5207151521164,1319.932738095238,74.71927546737213,23.48867504409171,1000.1368783068783,18.013809523809524,0.1365189594356261,1.2494135802469135,NE,2013-06-01,1.1477675983436852,0.02634080593197681,0.005442414455349569,0.03812207932008782,Very Poor,Very Poor,Good,Good,Good,Good
Shunyi,6,2013,106.12638888888888,113.61660052910052,5.499250680776014,34.34736826719576,1357.3700837742506,77.91701555555555,23.7516975308642,1002.3163977072311,18.5047442680776,0.16070326278659613,1.547469135802469,SSE,2013-06-01,1.1803218119776093,0.01826987673787009,0.0020989506415175626,0.03975357936507936,Very Poor,Poor,Good,Good,Good,Good
Nongzhanguan,6,2013,109.59305996472663,107.97674162257495,17.603694285714287,52.73823057539683,1517.9572971781306,81.64271420194004,23.938659611992943,1001.609422398589,17.190952380952382,0.09972222222222221,1.479272486772487,E,2013-06-01,1.319962867111418,0.02805225030606214,0.0067189672846237735,0.04165444602139798,Very Poor,Poor,Good,Good,Good,Good
Dingling,6,2013,87.22804232804232,88.91695326278659,7.876595520282186,21.026284067460317,1143.7510802469135,82.71084935185185,23.81111111111111,996.8761177248678,16.556329365079364,0.1485978835978836,1.2670260141093475,E,2013-06-01,0.9945661567364465,0.011184193652904423,0.003006334168046636,0.042199412934618284,Very Poor,Poor,Good,Good,Good,Good
Aotizhongxin,6,2013,106.6808201058201,129.5564594356261,14.636809700176368,73.03899668430336,1071.4970458553792,70.9207214770723,23.48867504409171,1000.1368783068783,18.013809523809524,0.1365189594356261,1.2494135802469135,NE,2013-06-01,0.9317365616133733,0.03885053015122519,0.005586568587853575,0.03618404156993485,Very Poor,Very Poor,Good,Good,Good,Good
Huairou,6,2013,75.77493386243387,116.90548941798941,10.064079485008818,27.524984093915343,1100.3085978835977,69.7661172574956,22.90556216931217,996.9983906525574,17.361823192239857,0.19482142857142856,1.190088183421517,W,2013-06-01,0.956790085116172,0.014640948986125182,0.003841251711835427,0.03559495778443653,Very Poor,Poor,Good,Good,Good,Good
Wanliu,6,2013,120.58257936507935,114.67660934744268,19.683243509700176,67.51950186728395,1641.0196869488536,62.63629047178131,23.48867504409171,1000.1368783068783,18.013809523809524,0.1365189594356261,1.2494135802469135,NE,2013-06-01,1.4269736408250902,0.035914628652810615,0.007512688362480983,0.03195729105703128,Very Poor,Poor,Good,Good,Good,Good
Wanshouxigong,7,2013,68.09020310633214,74.38406724697047,7.885193172896399,44.94614991892815,1244.94144051886,88.52831249018604,27.25805598224953,995.0053272742788,21.190094299368493,0.2818164362519201,1.3726083802696705,SSW,2013-07-01,1.082557774364226,0.02390752655262136,0.003009615714845954,0.045167506372543895,Very Poor,Fair,Good,Good,Good,Good
Huairou,7,2013,62.49829322409967,87.95852534562212,5.375908926437959,15.737399519542585,883.2923920464243,87.11665637907493,26.415678870114355,992.8232654889913,21.535204386414065,0.32676651305683563,1.0807689025430962,WNW,2013-07-01,0.7680803409099342,0.008370957191246056,0.0020518736360450223,0.04444727366279333,Very Poor,Poor,Good,Good,Good,Good
Guanyuan,7,2013,65.29997013142174,77.04297661717017,9.868762314388121,42.27697791431985,862.7959848096945,80.78621731097458,26.993620925072538,996.0092848608978,21.476753712237585,0.30230414746543777,1.2918096091483189,NE,2013-07-01,0.7502573780953866,0.022487754209744602,0.0037667031734305804,0.041217457811721724,Very Poor,Fair,Good,Good,Good,Good
Dongsi,7,2013,73.33625618706263,81.117157364738,9.048318853046595,47.61032793992149,866.6666666666666,88.38955763782215,27.604830175797918,997.4328981054788,20.76767793138761,0.25691457586618877,1.4844534050179212,ENE,2013-07-01,0.7536231884057971,0.025324642521234834,0.0034535568141399217,0.0450967130805215,Very Poor,Poor,Good,Good,Good,Good
Dingling,7,2013,59.76719576719577,62.31432411674347,4.105503515958355,15.984366071428571,834.2621821129886,82.18360777009728,27.39146612049838,992.7741828810377,19.91627197473972,0.24247098480969448,1.3644670592251238,N,2013-07-01,0.725445375750425,0.008502322378419453,0.0015669860747932651,0.04193041212760065,Very Poor,Fair,Good,Good,Good,Good
Nongzhanguan,7,2013,75.30532087386926,70.99347158218126,9.0153301416624,40.65790564729476,1145.4983188257384,86.12025950674176,27.604830175797918,997.4328981054788,20.76767793138761,0.25691457586618877,1.4844534050179212,ENE,2013-07-01,0.9960854946310769,0.021626545557071684,0.00344096570292458,0.04393890791160294,Very Poor,Fair,Good,Good,Good,Good
Wanliu,7,2013,75.44534050179212,80.44324970131422,9.291487096774194,54.398175260283324,848.2133981908175,68.65044918074757,26.993620925072538,996.0092848608978,21.476753712237585,0.30230414746543777,1.2918096091483189,NE,2013-07-01,0.7375768679920153,0.028935199606533686,0.003546369120906181,0.03502573937793243,Very Poor,Poor,Good,Good,Good,Good
Shunyi,7,2013,69.11461000170678,69.04027991124765,6.128865052056664,30.980921699948794,1329.7877880184333,83.29730222307562,27.245165557262332,998.0975678443419,20.703247141150367,0.26418757467144566,1.630510752688172,S,2013-07-01,1.1563372069725508,0.01647921367018553,0.002339261470250635,0.04249862358320185,Very Poor,Fair,Good,Good,Good,Good
Aotizhongxin,7,2013,68.63929424816521,85.7597499573306,9.295851117938215,55.02940358849633,821.1834656084656,74.18617042584059,26.993620925072538,996.0092848608978,21.476753712237585,0.30230414746543777,1.2918096091483189,NE,2013-07-01,0.7140725787899701,0.029270959355583156,0.003548034777839013,0.03785008695195948,Very Poor,Poor,Good,Good,Good,Good
Changping,7,2013,62.18689196108551,65.9702380952381,6.568007287933094,25.016114430363544,866.9989332650623,83.503093484383,27.39146612049838,992.7741828810377,19.91627197473972,0.24247098480969448,1.3644670592251238,N,2013-07-01,0.7539121158826629,0.013306443845938055,0.002506873010661486,0.0426036191246852,Very Poor,Fair,Good,Good,Good,Good
Gucheng,7,2013,63.408026113671276,83.83350401092336,4.08114674859191,47.12797639102236,999.0349889059567,75.95065610172384,27.198374295954938,993.9385518006486,20.85104540023895,0.31264080901177677,0.7983657620754395,N,2013-07-01,0.8687260773095276,0.02506807254841615,0.001557689598699202,0.038750334745777465,Very Poor,Poor,Good,Good,Good,Good
Tiantan,7,2013,69.0857228195938,84.30478750640042,7.063752449223417,43.04365426907322,1065.7967955282472,81.09745980969448,27.604830175797918,997.4328981054788,20.76767793138761,0.25691457586618877,1.4844534050179212,ENE,2013-07-01,0.9267798221984759,0.02289556078142193,0.00269608872107764,0.04137625500494617,Very Poor,Poor,Good,Good,Good,Good
Wanshouxigong,8,2013,59.69271633384537,82.85008107185527,7.0518369004949655,45.2616910906298,1080.773169482847,90.03902632701828,27.345515446321897,998.2529143198498,20.109391534391534,0.08909370199692779,1.4197324628776242,ENE,2013-08-01,0.9398027560720409,0.02407536760139883,0.0026915408017156354,0.045938278738274635,Very Poor,Poor,Good,Good,Good,Good
Shunyi,8,2013,61.07716760539341,71.24387694145759,3.7759272060078515,29.047933448540707,1213.3670421573647,81.31397048728452,26.63780508619218,1001.3726105137396,20.117855009387267,0.12370285031575355,1.6210146782727428,S,2013-08-01,1.0551017757890129,0.015451028430074846,0.0014411935900793327,0.04148671963636966,Very Poor,Fair,Good,Good,Good,Good
Changping,8,2013,55.90456989247312,68.488201911589,7.041063304318143,23.97845888376856,790.0665642601126,93.20996119644991,27.070844000682712,996.0445788530466,18.96758832565284,0.1114652671104284,1.4573092677931387,E,2013-08-01,0.6870144037044459,0.012754499406259874,0.0026874287421061616,0.04755610265124996,Very Poor,Fair,Good,Good,Good,Good
Dingling,8,2013,50.26175541901349,52.24891193036354,4.769990612732548,12.591397849462366,696.2557603686636,87.30187538402457,27.070844000682712,996.0445788530466,18.96758832565284,0.1114652671104284,1.4573092677931387,E,2013-08-01,0.6054397916249249,0.006697552047586365,0.0018206071040963924,0.044541773155114574,Very Poor,Fair,Good,Good,Good,Good
Nongzhanguan,8,2013,68.43087557603687,75.1981353473289,6.154953917050692,48.968185818825745,1027.8545826932925,79.8580024577573,27.437493599590375,1000.6962493599591,20.041941884280593,0.07357910906298004,1.5908111452466291,E,2013-08-01,0.8937865936463414,0.026046907350439227,0.0023492190523094246,0.040743878804978206,Very Poor,Fair,Good,Good,Good,Good
Huairou,8,2013,56.922171018945214,77.20248762587472,4.254990476190477,21.2543849718382,748.9366786140979,73.71095630653694,25.915173237753883,996.1047896398702,20.827878050861923,0.10328554360812424,1.2346731524150878,E,2013-08-01,0.6512492857513895,0.011305523921190533,0.0016240421664849146,0.0376076307686413,Very Poor,Fair,Good,Good,Good,Good
Aotizhongxin,8,2013,62.5125874722649,85.14994026284349,6.984767844342039,56.51850244495648,777.4995733060249,73.36802285543608,26.854729902713775,999.2964947089947,20.487617340843148,0.15838453661034307,1.301937190646868,NE,2013-08-01,0.6760865854835,0.030063033215402386,0.0026659419253213883,0.037432664722161266,Very Poor,Poor,Good,Good,Good,Good
Wanliu,8,2013,67.22177419354838,86.63933691756272,15.662822652329748,57.00128307518348,802.884451271548,71.92906668373443,26.854729902713775,999.2964947089947,20.487617340843148,0.15838453661034307,1.301937190646868,NE,2013-08-01,0.6981603924100417,0.030319831422969935,0.005978176584858682,0.03669850341006859,Very Poor,Poor,Good,Good,Good,Good
Guanyuan,8,2013,61.77698839392388,82.88370455709165,7.244151988393924,44.99331976233146,721.947004608295,86.14602853302611,26.854729902713775,999.2964947089947,20.487617340843148,0.15838453661034307,1.301937190646868,NE,2013-08-01,0.627780004007213,0.02393261689485716,0.002764943507020581,0.04395205537399291,Very Poor,Poor,Good,Good,Good,Good
Dongsi,8,2013,67.51566393582522,89.70132275132275,10.477890063150708,42.757239887779484,1014.563065369517,117.1158246031746,27.437493599590375,1000.6962493599591,20.041941884280593,0.07357910906298004,1.5908111452466291,E,2013-08-01,0.8822287524952322,0.022743212706265684,0.003999194680591873,0.059752971736313575,Very Poor,Poor,Good,Good,Good,Fair
Gucheng,8,2013,59.0226147806793,91.00962194913808,3.733678955453149,44.51317963816351,907.8106332138591,83.37970932753029,27.234048045741595,997.1826484895033,19.755216333845365,0.09191841611196451,0.8256165727939921,N,2013-08-01,0.7894005506207471,0.0236772232117891,0.001425068303608072,0.042540668024250154,Very Poor,Poor,Good,Good,Good,Good
Tiantan,8,2013,64.48640979689367,83.02323348694317,6.347560197986004,40.53966974739717,920.8888035500938,83.34833741252773,27.437493599590375,1000.6962493599591,20.041941884280593,0.07357910906298004,1.5908111452466291,E,2013-08-01,0.8007728726522556,0.02156365412095594,0.0024227328999946577,0.042524661945167214,Very Poor,Poor,Good,Good,Good,Good
Dingling,9,2013,64.18020282186949,63.543915343915344,5.584957354497354,22.534227760141093,869.319246031746,55.32326282186949,20.49164462081129,1006.0460934744268,13.7020348324515,0.12384038800705467,1.128531746031746,N,2013-09-01,0.7559297791580402,0.011986291361777179,0.00213166311240357,0.028226154500953823,Very Poor,Fair,Good,Good,Good,Good
Guanyuan,9,2013,80.64481922398589,100.64329805996472,10.095791358024691,56.963020319664906,1115.0038800705468,49.54017281305115,20.171871693121695,1009.3215718694885,14.79787037037037,0.07927469135802469,1.1326543209876543,NE,2013-09-01,0.9695685913656928,0.030299478893438783,0.0038533554801620956,0.02527559837400569,Very Poor,Poor,Good,Good,Good,Good
Changping,9,2013,73.98558201058201,84.17925485008818,6.929796014109348,42.07186806657848,969.3531305114639,55.68587123897707,20.49164462081129,1006.0460934744268,13.7020348324515,0.12384038800705467,1.128531746031746,N,2013-09-01,0.8429157656621425,0.02237865322690345,0.0026449603107287583,0.028411158795396466,Very Poor,Poor,Good,Good,Good,Good
Shunyi,9,2013,73.38904320987655,93.73990299823633,8.84653717813051,28.099846600529098,1232.9028218694884,53.52458583333334,20.377802028218696,1011.5368320105821,14.150405643738976,0.05476851851851852,1.385189594356261,NNE,2013-09-01,1.0720894103212943,0.014946726915175053,0.0033765409076834006,0.02730846215986395,Very Poor,Poor,Good,Good,Good,Good
Wanshouxigong,9,2013,62.39872134038801,119.10930335097002,13.731892998236331,57.518811649029985,1375.6980379188713,51.97777608906525,20.566214726631394,1008.2838095238096,14.563705908289242,0.10778659611992945,1.1597222222222223,NE,2013-09-01,1.1962591634077142,0.03059511257927127,0.005241180533677989,0.026519273514829213,Very Poor,Poor,Good,Good,Good,Good
Nongzhanguan,9,2013,82.55262345679013,99.74190917107583,14.381406878306878,69.72954599647267,1287.388425925926,48.855386318342156,20.557601410934744,1010.8708465608465,14.358421516754852,0.07688271604938271,1.443910934744268,ENE,2013-09-01,1.119468196457327,0.03709018404067695,0.005489086594773617,0.024926217509358244,Very Poor,Poor,Good,Good,Good,Good
Wanliu,9,2013,87.35160934744268,103.19885361552028,13.561000740740742,68.1481265542328,1081.4903439153438,42.63290100970018,20.171871693121695,1009.3215718694885,14.79787037037037,0.07927469135802469,1.1326543209876543,NE,2013-09-01,0.9404263860133425,0.03624900348629404,0.005175954481198756,0.02175148010698989,Very Poor,Poor,Good,Good,Good,Good
Dongsi,9,2013,85.82936507936508,100.83187830687831,12.23257987654321,60.03361614858906,1386.0507054673722,55.526740850970015,20.557601410934744,1010.8708465608465,14.358421516754852,0.07688271604938271,1.443910934744268,ENE,2013-09-01,1.2052614830151063,0.03193277454712184,0.0046689236170012255,0.028329969821923477,Very Poor,Poor,Good,Good,Good,Good
