station,year,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd_mode
Dongsi,2015,87.34494853953758,112.61252953540624,15.194999637602377,50.261368051025585,1336.1094078422846,57.37180256577517,13.59717782851343,1012.7525301696401,2.663372653475393,0.07363412336015077,1.9583059723128216,E
Dongsi,2016,80.6259179749617,103.47053878624916,11.423280061872958,50.569385535027614,1234.4929814670252,58.52172311851273,14.043611757126955,1012.778766874717,2.282084489837222,0.08106116459941597,1.8777689232948795,ENE
Dongsi,2017,102.34809882521746,131.95086987714106,20.22827324903596,57.83895390547933,1611.6940184736793,40.075168146354585,0.8193311418258451,1023.580959779392,-13.212995247063045,0.0033494753833736885,1.9732142857142856,NE
Guanyuan,2013,81.83435824947263,108.31818091434104,21.838904213784282,58.35152112083722,1082.6919839540756,56.33306577713802,15.618637393228896,1008.1661898710101,6.476499334301622,0.0731743005844313,1.5417980772555937,NE
Guanyuan,2014,88.48875226498515,116.41697126186853,23.051583677611074,63.91429296223817,1345.7412843371749,56.29680582735377,14.016261143726897,1011.2828569616582,4.15181633688483,0.05803508008987461,1.4885891860549394,NE
Guanyuan,2015,82.26345654852504,106.69591813437704,14.075518482278756,54.94957639341886,1310.1080669710807,58.45256023048489,13.642520113068045,1012.5320516235795,2.707119663695006,0.07344531419873886,1.917958251793868,ENE
Guanyuan,2016,77.44675419955475,105.15673482811461,11.486231098389569,53.415717610662966,1163.000332494868,56.676305403764424,14.043611757126955,1012.778766874717,2.282084489837222,0.08106116459941597,1.8777689232948795,ENE
Guanyuan,2017,94.32947493498341,116.64658999192896,21.129703614025647,65.21250560487849,1477.9676710608915,45.83730382925298,0.8193311418258451,1023.580959779392,-13.212995247063045,0.0033494753833736885,1.9732142857142856,NE
Gucheng,2013,82.91715383684338,114.05965565238441,17.69072111906491,61.56208508446589,1402.9830679185254,57.24395804500813,16.04996412145105,1006.0674715565239,5.492756423557077,0.07062195248469759,1.039420366912197,N
Gucheng,2014,90.99274860476916,135.9674440095673,20.751021598898312,62.655578205406975,1441.0597956077409,62.09992752047547,14.5673481553961,1008.8448718924403,2.931516996448503,0.038015691817061686,1.1239457853156483,N
Gucheng,2015,84.12861056751468,117.52820395738203,13.431364789446981,49.713968978763496,1322.516815249692,62.59722729578894,14.184764243873827,1009.1192741752411,3.118060991519896,0.08141208233673987,1.1289825686743495,NW
Gucheng,2016,78.08897526527308,112.14180725417064,10.256363662647816,49.91063224621968,1172.38908404892,61.14177147483158,13.720358635168568,1009.1051345159145,2.0074059617775464,0.08211195680457976,1.9272181383178653,N
Gucheng,2017,101.46466684602278,127.59217110573043,20.607956685499058,62.442845933100166,1794.4655187875526,29.12406734821989,0.5249037590824801,1018.7906176202432,-14.142909828714913,0.00294592413236481,2.3378968253968253,NW
Huairou,2013,70.92313993498634,100.3922052771726,17.416952473977247,35.726954837465854,993.1188574195111,68.30142826710932,14.791605932496456,1004.9604661617733,5.120020230314348,0.07345916761766436,1.4671590241034687,WNW
Huairou,2014,77.90374229905052,101.037966768138,17.877196854388636,37.63877835761397,1074.706457925636,69.62816373124593,12.948454011741683,1007.4615010509531,2.1017009132420092,0.05405631659056316,1.597091034282815,WNW
Huairou,2015,70.81890465318548,90.63682757121113,8.837964412553454,28.70501775748351,1043.4766615931,61.13605765746177,12.590513517431326,1007.8586227984345,2.4402055519315793,0.08216750018119881,1.7500234471261868,NW
Huairou,2016,61.23773636048226,83.01727889091276,6.754002949084916,27.73035894989447,935.2894512389048,54.75085292161795,12.598547100255807,1007.8618131020876,2.2131873969988725,0.0781771330268598,1.7839863966230085,NW
Huairou,2017,74.26967760738947,92.49923773652587,9.93706842435656,39.44768406420949,1318.9938122141511,47.0238207335665,-0.992355341822856,1018.2875248482945,-13.784220025109857,0.004268675455116133,1.8963557080082505,NW
Nongzhanguan,2013,84.50793002386139,104.07659854065082,23.280439153439154,59.425475122549024,1282.7237701870872,57.776322032022684,16.09136450876647,1009.7953708026421,5.138743213334717,0.057375419303523884,1.8146652488155757,E
Nongzhanguan,2014,91.55176179604263,127.0269116474596,24.86705769370153,62.193775277234174,1340.9980068130753,61.250745089512215,14.028037254475612,1012.4973361962745,2.5782318619989852,0.05539501340871204,1.835854714793071,E
Nongzhanguan,2015,84.94479162136696,107.23550445749076,15.82097267521925,58.24129013553671,1375.53852286729,62.803666376748566,13.597177828513445,1012.752530169602,2.663372653475393,0.07363412336015077,1.9583059723128216,E
Nongzhanguan,2016,76.15839441119495,97.29159546939601,11.564777589845896,52.4501695001012,1203.242005666869,61.877967516697026,14.043611757126955,1012.778766874717,2.282084489837222,0.08106116459941597,1.8777689232948795,ENE
Nongzhanguan,2017,100.33915119720206,119.25474172719936,20.408349026993093,58.22026051475204,1711.5269930947895,36.8625795892745,0.8193311418258451,1023.580959779392,-13.212995247063045,0.0033494753833736885,1.9732142857142856,NE
Shunyi,2013,77.09772581872255,96.10262129543175,15.330281709720925,41.97314957403949,1264.8776135145415,57.526193695058275,15.65854536258948,1010.4564994207559,5.562309584327558,0.0650709357817201,1.815882525849846,NE
Shunyi,2014,85.53784482133798,112.26902750597957,17.832255019207075,50.03789283902298,1177.3144161774298,59.605409509313624,13.977592048996158,1012.4739408929477,2.420641081394506,0.053749909400594334,1.7457231644560411,NNE
Shunyi,2015,81.55143726897151,100.67832825976662,10.557643328259767,43.64926741320577,1190.8065883887803,53.01268029281728,13.415734338382741,1013.4842682862546,2.66897778502573,0.07735848372834675,1.7860898383706603,N
Shunyi,2016,72.91772595194726,89.07742432127678,9.63095238095238,43.00070040766762,1094.3904140283923,55.902994260849454,13.563784307249009,1013.4903748759167,2.1606678448550034,0.06204842137219186,1.8939012490241998,NNE
Shunyi,2017,94.95763832840103,106.82697740112994,21.31084656084656,56.12497758048605,1775.2071563088514,42.18020805308941,0.14723559919887602,1024.2304180492033,-13.27047237915882,0.0028652138821630346,1.9907452246435298,NE
Tiantan,2013,83.35013919147906,108.8003704568247,18.34111228516098,53.168792445187954,1306.094190700972,57.17769818964623,16.09136450876647,1009.7953708026421,5.138743213334717,0.057375419303523884,1.8146652488155757,E
Tiantan,2014,87.03819562223671,115.61608791766325,19.604440639269406,56.10270638544611,1332.0312386750743,58.49815449010654,14.028037254475612,1012.4973361962745,2.5782318619989852,0.05539501340871204,1.835854714793071,E
Tiantan,2015,82.17289773139088,103.2589211422773,11.89792309922447,51.92624701021961,1299.0345364934406,62.21991882293252,13.59717782851343,1012.7525301696401,2.663372653475393,0.07363412336015077,1.9583059723128216,E
Tiantan,2016,73.97567474773759,97.56744477693931,9.021840575938937,49.880855885159164,1192.830218000983,57.061110388296186,14.043611757126955,1012.778766874717,2.282084489837222,0.08106116459941597,1.8777689232948795,ENE
Tiantan,2017,97.56916195856873,125.35721459958748,14.08091202582728,64.14830956864856,1753.9321585508026,35.996327683615824,0.8193311418258451,1023.580959779392,-13.212995247063045,0.0033494753833736885,1.9732142857142856,NE
Wanliu,2013,91.79833186360965,113.09423760244837,23.76865005048933,68.78150155574576,1301.5965344779886,46.40972373344399,15.618637393228896,1008.1661898710101,6.476499334301622,0.0731743005844313,1.5415923159387213,NE
Wanliu,2014,90.38400340653764,131.53553018772197,25.096583858809886,75.81111582228021,1372.0726969631078,42.450676636950064,14.016616293397115,1011.2759449518012,4.156321120533449,0.0580046386895702,1.4868868232224397,NE
Wanliu,2015,80.38527216061463,106.94270185547583,14.855936435456984,62.07946111473509,1319.8720011596722,52.966396318040154,13.521115701480998,1011.2205600251262,3.02685565702689,0.07398583025295355,1.504419257809669,NE
Wanliu,2016,71.50609838956834,93.21629839245959,10.68754698297048,58.28250101194091,1225.9962919594068,54.84365549194784,13.58765214802527,1011.2666866494877,2.522089947089947,0.0848483534275884,1.4823344030994305,NE
Wanliu,2017,93.7812303829253,110.76924715272173,20.265278898753476,69.2319971303022,1775.498834185275,36.04414402295758,0.5639616682360327,1022.5542794368218,-13.076233970047529,0.003208232445520581,1.8311519146264907,NE
Wanshouxigong,2013,84.14841810180863,112.21939840751115,21.878296159698447,55.975588005541724,1408.444693432929,54.92497592082512,15.962344814468997,1007.181055045475,5.763930819241277,0.06460754054708302,1.5904083238233566,E
Wanshouxigong,2014,90.97103301442343,128.15936290497936,23.366155323621076,62.24912372254838,1445.0509893455098,57.79086250634195,14.415739834746683,1010.9264115387404,3.006620279770965,0.05039628180039139,1.5958112270783502,SW
Wanshouxigong,2015,84.64707581358267,111.94849351308255,14.359197651663406,52.82426614481409,1362.5274335000363,60.80063492063493,13.728661665579459,1012.3743825650885,2.7978174603174604,0.07396191200985722,1.9105499383924043,E
Wanshouxigong,2016,78.14865520282187,99.11519284702345,10.612791655824443,50.099847847457134,1219.202409864978,59.68643926908954,14.043611757126955,1012.778766874717,2.282084489837222,0.08106116459941597,1.8777689232948795,ENE
Wanshouxigong,2017,106.08573670522824,121.8087615460497,18.44079006367142,64.40497040624159,1713.0519684333244,34.33917585866739,0.8193311418258451,1023.580959779392,-13.212995247063045,0.0033494753833736885,1.9732142857142856,NE
